id,name,drilling_started,drilling_completed,client_name,owner_name,depth_meters,purpose_is,method_is,drill_name,drill_operator_name,length_meters,is_closed,location_name,isn93_east,isn93_north,wgs84_latitude,wgs84_longitude
63637,RA-19,2017-11-27 00:00:00.0000000,2017-11-28 00:00:00.0000000,Norðurþing,NULL,150,Varmadæla,Bein hola,Trölli,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Raufarhöfn,636392,664695,"66° 26' 50.70""N","15° 56' 31.4""W"
63661,RHK-01,2001-06-22 00:00:00.0000000,2001-06-24 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,16.6,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Raufarhöfn,636240.8,665082.1,"66° 27' 3.42""N","15° 56' 41.71""W"
63662,RHK-02,2001-06-24 00:00:00.0000000,2001-06-25 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,18.3,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Raufarhöfn,636549.9,664756.6,"66° 26' 52.44""N","15° 56' 18.7""W"
63663,RHK-03,2001-06-25 00:00:00.0000000,2001-06-27 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,36.2,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Raufarhöfn,636570.1,665427.6,"66° 27' 14.4""N","15° 56' 13.82""W"
63901,GU-01,1972-11-02 00:00:00.0000000,1972-11-28 00:00:00.0000000,Jarðhitadeild,NULL,100.5,Hitastigulshola,Bein hola,Dugandi (C-2),Jarðboranir ríkisins,NULL,0,Gunnarsstaðir,660860.5,633258.2,"66° 9' 16.1""N","15° 26' 2.93""W"
63911,"RA-16, OL-01",1996-04-14 00:00:00.0000000,1996-04-15 00:00:00.0000000,Raufarhafnarhreppur,NULL,101,Hitastigulshola,Bein hola,Saxi - Máni,Alvarr ehf,NULL,0,Ormarslón,638446.4,660377.8,"66° 24' 28.30""N","15° 54' 2.55""W"
64191,HFS-01,2002-06-15 00:00:00.0000000,2002-06-15 00:00:00.0000000,Hraðfrystistöð Þórshafnar hf.,NULL,10.5,Sjótaka,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,664880,638165,"66° 11' 46.73""N","15° 20' 20.22""W"
64192,HFS-02,2002-06-16 00:00:00.0000000,2002-06-16 00:00:00.0000000,Hraðfrystistöð Þórshafnar hf.,NULL,10.5,Sjótaka,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,664885,638170,"66° 11' 46.89""N","15° 20' 19.80""W"
64193,HFS-03,2002-06-16 00:00:00.0000000,2002-06-16 00:00:00.0000000,Hraðfrystistöð Þórshafnar hf.,NULL,10.5,Sjótaka,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,664890,638175,"66° 11' 47.4""N","15° 20' 19.38""W"
64194,HFS-04,2002-06-16 00:00:00.0000000,2002-06-16 00:00:00.0000000,Hraðfrystistöð Þórshafnar hf.,NULL,10.5,Sjótaka,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,664895,638180,"66° 11' 47.19""N","15° 20' 18.96""W"
64201,TH-01,1951-03-13 00:00:00.0000000,1951-04-28 00:00:00.0000000,Kaupfélag Langnesinga,NULL,43,Kaldavatnshola,Bein hola,Höggbor 1,Jarðboranir ríkisins,NULL,0,Þórshöfn,665045,638470,"66° 11' 56.25""N","15° 20' 5.65""W"
64202,TH-02,1951-04-30 00:00:00.0000000,1951-05-16 00:00:00.0000000,Kaupfélag Langnesinga,NULL,22.3,Kaldavatnshola,Bein hola,Höggbor 1,Jarðboranir ríkisins,NULL,0,Þórshöfn,665050,638475,"66° 11' 56.41""N","15° 20' 5.23""W"
64203,TH-03,1991-11-18 00:00:00.0000000,1997-07-03 00:00:00.0000000,Þórshafnarhreppur,NULL,213.5,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,664855.6,638630.7,"66° 12' 1.79""N","15° 20' 20.2""W"
64204,TH-04,1991-11-24 00:00:00.0000000,1991-11-27 00:00:00.0000000,Hraðfrystistöð Þórshafnar hf.,NULL,11,Sjótaka,Bein hola,Saxi - Máni,Alvarr ehf,NULL,0,Þórshöfn,665055,638480,"66° 11' 56.56""N","15° 20' 4.81""W"
64205,TH-05,1991-12-03 00:00:00.0000000,1991-12-05 00:00:00.0000000,Hraðfrystistöð Þórshafnar hf.,NULL,11,Sjótaka,Bein hola,Saxi - Máni,Alvarr ehf,NULL,0,Þórshöfn,665050,638485,"66° 11' 56.73""N","15° 20' 5.18""W"
64206,TH-06,1991-12-07 00:00:00.0000000,1991-12-07 00:00:00.0000000,Hraðfrystistöð Þórshafnar hf.,NULL,11,Sjótaka,Bein hola,Saxi - Máni,Alvarr ehf,NULL,0,Þórshöfn,665055,638490,"66° 11' 56.88""N","15° 20' 4.76""W"
64207,TH-07,NULL,NULL,Hraðfrystistöð Þórshafnar hf.,NULL,11,Sjótaka,Bein hola,Saxi - Máni,Alvarr ehf,NULL,0,Þórshöfn,665060,638495,"66° 11' 57.3""N","15° 20' 4.34""W"
64208,TH-08,2001-07-06 00:00:00.0000000,2001-07-07 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666049,638670,"66° 12' 0.82""N","15° 18' 44.64""W"
64209,TH-09,2001-07-07 00:00:00.0000000,2001-07-07 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Syðralón,665743,637193,"66° 11' 13.79""N","15° 19' 15.91""W"
64210,TH-10,2001-07-08 00:00:00.0000000,2001-07-08 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Syðralón,665052,639923,"66° 12' 43.6""N","15° 19' 58.36""W"
64211,SL-01,1994-08-05 00:00:00.0000000,1994-08-06 00:00:00.0000000,Flugmálastjórn,NULL,14,Kaldavatnshola,Bein hola,Saxi - Máni,Alvarr ehf,NULL,0,Syðralón,665069,640909,"66° 13' 14.81""N","15° 19' 52.43""W"
64221,"GN-01, ÞK-01",1996-11-15 00:00:00.0000000,1996-11-16 00:00:00.0000000,Þórshafnarhreppur,NULL,8.9,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666135,638570,"66° 11' 57.43""N","15° 18' 38.24""W"
64222,"GN-02, ÞK-02",1996-11-16 00:00:00.0000000,1996-11-16 00:00:00.0000000,Þórshafnarhreppur,NULL,10.6,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666140,638575,"66° 11' 57.58""N","15° 18' 37.82""W"
64223,"GN-03, ÞK-03",1996-11-17 00:00:00.0000000,1996-11-17 00:00:00.0000000,Þórshafnarhreppur,NULL,13.5,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666145,638580,"66° 11' 57.73""N","15° 18' 37.40""W"
64224,"GN-04, ÞK-04",1996-11-17 00:00:00.0000000,1996-11-18 00:00:00.0000000,Þórshafnarhreppur,NULL,14.4,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666150,638585,"66° 11' 57.89""N","15° 18' 36.98""W"
64225,"GN-05, ÞK-05",1996-11-18 00:00:00.0000000,1996-11-18 00:00:00.0000000,Þórshafnarhreppur,NULL,14.7,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666155,638590,"66° 11' 58.4""N","15° 18' 36.56""W"
64226,"GN-06, ÞK-06",1996-11-18 00:00:00.0000000,1996-11-19 00:00:00.0000000,Þórshafnarhreppur,NULL,12.2,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666160,638595,"66° 11' 58.19""N","15° 18' 36.13""W"
64227,"GN-07, ÞK-07",1996-11-19 00:00:00.0000000,1996-11-19 00:00:00.0000000,Þórshafnarhreppur,NULL,11.7,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666165,638600,"66° 11' 58.34""N","15° 18' 35.71""W"
64228,"GN-08, ÞK-08",1996-11-19 00:00:00.0000000,1996-11-19 00:00:00.0000000,Þórshafnarhreppur,NULL,14,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666170,638605,"66° 11' 58.49""N","15° 18' 35.29""W"
64229,"GN-09, ÞK-09",1996-11-20 00:00:00.0000000,1996-11-20 00:00:00.0000000,Þórshafnarhreppur,NULL,15.6,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666175,638610,"66° 11' 58.65""N","15° 18' 34.87""W"
64230,"GN-10, ÞK-10",1996-11-20 00:00:00.0000000,1996-11-20 00:00:00.0000000,Þórshafnarhreppur,NULL,15.3,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666180,638615,"66° 11' 58.80""N","15° 18' 34.44""W"
64231,"GN-11, ÞK-11",1996-11-21 00:00:00.0000000,1996-11-21 00:00:00.0000000,Þórshafnarhreppur,NULL,13.5,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666185,638620,"66° 11' 58.95""N","15° 18' 34.2""W"
64232,"GN-12, ÞK-12",2001-07-03 00:00:00.0000000,2001-07-04 00:00:00.0000000,Þórshafnarhreppur,NULL,15.3,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666190,638625,"66° 11' 59.10""N","15° 18' 33.60""W"
64233,"GN-13, ÞK-13",2001-07-04 00:00:00.0000000,2001-07-05 00:00:00.0000000,Þórshafnarhreppur,NULL,15.3,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666195,638630,"66° 11' 59.25""N","15° 18' 33.18""W"
64234,"GN-14, ÞK-14",2001-07-06 00:00:00.0000000,2001-07-06 00:00:00.0000000,Þórshafnarhreppur,NULL,15.3,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666200,638635,"66° 11' 59.40""N","15° 18' 32.76""W"
64235,"GN-15, ÞK-15",2007-04-25 00:00:00.0000000,2007-04-25 00:00:00.0000000,NULL,NULL,15.7,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666205,638640,"66° 11' 59.56""N","15° 18' 32.33""W"
64236,"GN-16, ÞK-16",2007-04-26 00:00:00.0000000,2007-04-26 00:00:00.0000000,NULL,NULL,11.4,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666210,638645,"66° 11' 59.71""N","15° 18' 31.91""W"
64237,"GN-17, ÞK-17",2007-04-27 00:00:00.0000000,2007-04-28 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,18.1,Mannvirkjagerð,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Þórshöfn,666215,638650,"66° 11' 59.86""N","15° 18' 31.49""W"
64251,EL-01,1992-07-02 00:00:00.0000000,1992-07-03 00:00:00.0000000,Sverrir Möller,NULL,38,Kaldavatnshola,Bein hola,Saxi - Máni,Alvarr ehf,NULL,0,Ytralón,672970,644230,"66° 14' 46.66""N","15° 9' 5.62""W"
64261,TH-11,2001-07-09 00:00:00.0000000,2008-10-24 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,93,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Syðribrekkur,664531,632594,"66° 8' 47.85""N","15° 21' 13.72""W"
64262,TH-12,2001-07-10 00:00:00.0000000,2002-06-04 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,60,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Ytribrekkur,667805,637531,"66° 11' 20.79""N","15° 16' 29.93""W"
64263,TH-13,2002-05-28 00:00:00.0000000,2002-06-11 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,60,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Ytribrekkur,669718,636453,"66° 10' 42.40""N","15° 14' 2.54""W"
64264,TH-14,2002-05-30 00:00:00.0000000,2002-06-01 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,54,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Tungusel,661417,626752,"66° 5' 45.31""N","15° 25' 47.91""W"
64265,TH-15,2002-06-02 00:00:00.0000000,2002-06-02 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Hallgilsstaðir,663436,631360,"66° 8' 10.11""N","15° 22' 46.51""W"
64266,TH-16,2002-06-11 00:00:00.0000000,2002-06-12 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,69,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Hallgilsstaðir,662792,630905,"66° 7' 56.64""N","15° 23' 39.83""W"
64267,TH-17,2002-06-13 00:00:00.0000000,2002-06-15 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,84,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Hallgilsstaðir,663190,630284,"66° 7' 35.89""N","15° 23' 10.99""W"
64268,TH-18,2007-04-28 00:00:00.0000000,2007-04-29 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Ytra-Áland,655097.9,637529.1,"66° 11' 43.97""N","15° 33' 23.33""W"
64269,TH-19,2007-04-29 00:00:00.0000000,2007-04-30 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Flaga,653266.3,637740.7,"66° 11' 53.99""N","15° 35' 48.53""W"
64270,TH-20,2007-04-30 00:00:00.0000000,2007-04-30 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Laxárdalur 1,658997,636052,"66° 10' 49.43""N","15° 28' 18.91""W"
64271,TH-21,2007-05-01 00:00:00.0000000,2008-10-05 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,87,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnólfsvík,673515,631771,"66° 8' 4.16""N","15° 9' 22.68""W"
64272,TH-22,2007-12-06 00:00:00.0000000,2007-12-06 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,50,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnólfsvík,673722,634216,"66° 9' 22.54""N","15° 8' 54.35""W"
64273,TH-23,2008-01-08 00:00:00.0000000,2008-01-10 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,39,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnólfsvík,674541,632257,"66° 8' 17.80""N","15° 7' 58.69""W"
64274,TH-24,2008-09-24 00:00:00.0000000,2008-09-25 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,63,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Fell,672309,627977,"66° 6' 4.27""N","15° 11' 16.84""W"
64275,TH-25,2008-09-26 00:00:00.0000000,2008-09-26 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,60,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnólfsvík,673572,632644,"66° 8' 32.18""N","15° 9' 13.91""W"
64276,TH-26,2008-09-27 00:00:00.0000000,2008-09-28 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,72,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnólfsvík,672468,635038,"66° 9' 51.48""N","15° 10' 30.23""W"
64277,TH-27,2008-09-29 00:00:00.0000000,2008-09-30 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,99,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnólfsvík,672612,633685,"66° 9' 7.60""N","15° 10' 25.29""W"
64278,TH-28,2008-10-01 00:00:00.0000000,2008-10-02 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,99,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Fell,672970,630244,"66° 7' 16.3""N","15° 10' 13.40""W"
64279,TH-29,2008-10-25 00:00:00.0000000,2008-10-26 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,60,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Laxárdalur 1,656194,631856,"66° 8' 39.19""N","15° 32' 20.70""W"
64280,TH-30,2008-11-01 00:00:00.0000000,2008-11-02 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,90,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Hvammur,657889,623179,"66° 3' 56.50""N","15° 30' 43.91""W"
64281,TH-31,2008-11-03 00:00:00.0000000,2008-11-03 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnarsstaðir,657287,624104,"66° 4' 27.39""N","15° 31' 27.65""W"
64282,TH-32,2008-11-04 00:00:00.0000000,2008-11-20 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnarsstaðir,657298,623683,"66° 4' 13.80""N","15° 31' 28.62""W"
64283,TH-33,2008-11-21 00:00:00.0000000,2008-11-21 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnarsstaðir,657148.3,623518.4,"66° 4' 8.76""N","15° 31' 41.22""W"
64284,TH-34,2008-11-22 00:00:00.0000000,2008-11-22 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnarsstaðir,657066.2,623802.4,"66° 4' 18.6""N","15° 31' 46.49""W"
64285,TH-35,2008-11-24 00:00:00.0000000,2008-11-24 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,54,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnarsstaðir,656972.6,623635.3,"66° 4' 12.84""N","15° 31' 54.65""W"
64286,TH-36,2008-11-25 00:00:00.0000000,2008-12-06 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,299,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Gunnarsstaðir,657189.9,623820.3,"66° 4' 18.41""N","15° 31' 36.60""W"
64287,TH-37,2009-01-10 00:00:00.0000000,2009-01-13 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,111,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Grund,673941,641616,"66° 13' 20.53""N","15° 8' 0.83""W"
64288,TH-38,2009-01-16 00:00:00.0000000,2009-01-18 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,70,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Ytralón,673318,644220,"66° 14' 45.66""N","15° 8' 37.87""W"
64289,TH-39,2009-01-18 00:00:00.0000000,2009-02-06 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,129,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Eldjárnsstaðir,674086,642016,"66° 13' 33.13""N","15° 7' 47.30""W"
64290,TH-40,2009-02-06 00:00:00.0000000,2009-02-08 00:00:00.0000000,Stapi hf. - jarðfræðistofa,NULL,70,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Eiði 1,676958,647011,"66° 16' 8.33""N","15° 3' 33.15""W"
64301,HG-01,1996-11-11 00:00:00.0000000,1996-11-13 00:00:00.0000000,Þórshafnarhreppur,NULL,51,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Hallgilsstaðir,663230,629315,"66° 7' 4.59""N","15° 23' 12.22""W"
64311,YB-01,1996-11-14 00:00:00.0000000,1996-12-10 00:00:00.0000000,Þórshafnarhreppur,NULL,100,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Ytribrekkur,665394,635733,"66° 10' 27.40""N","15° 19' 50.50""W"
64321,SN-01,1996-11-26 00:00:00.0000000,1996-11-30 00:00:00.0000000,Þórshafnarhreppur,NULL,150,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Sauðanes,666677,641780,"66° 13' 39.85""N","15° 17' 39.99""W"
64331,SS-01,1996-12-03 00:00:00.0000000,1996-12-08 00:00:00.0000000,Þórshafnarhreppur,NULL,105,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Staðarsel,668514,639304,"66° 12' 16.57""N","15° 15' 25.2""W"
64341,HÓ-01,1996-11-30 00:00:00.0000000,1996-12-02 00:00:00.0000000,Þórshafnarhreppur,NULL,123,Hitastigulshola,Bein hola,Hrímnir,Jarðboranir hf.,NULL,0,Hóll,671030,640160,"66° 12' 39.31""N","15° 12' 0.21""W"
64401,"FH-01, A, FH-01, FJ-01",2014-06-17 00:00:00.0000000,NULL,Vegagerð ríkisins,NULL,433,Mannvirkjagerð,Bein hola,Einráður,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Fjarðarheiði,724696,536183,"65° 14' 52.8""N","14° 11' 14.73""W"
64402,"FH-02, B, FJ-02",2016-08-03 00:00:00.0000000,2016-08-14 00:00:00.0000000,Vegagerðin,NULL,450,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Egilsstaðir,717900.4,534229.2,"65° 14' 5.60""N","14° 20' 7.87""W"
64403,"FH-03, C, FJ-03",2016-06-10 00:00:00.0000000,2016-07-02 00:00:00.0000000,Vegagerðin,NULL,340.1,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Fjarðarheiði,729310.1,535805.1,"65° 14' 28.46""N","14° 5' 22.63""W"
64404,"FH-04, D, FJ-04",2016-07-12 00:00:00.0000000,2016-07-16 00:00:00.0000000,Vegagerðin,NULL,165,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Fjarðarheiði,728084.3,534785.5,"65° 13' 58.70""N","14° 7' 2.81""W"
64405,"FH-05, E, FJ-05",2016-07-04 00:00:00.0000000,2016-07-11 00:00:00.0000000,Vegagerðin,NULL,300,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Egilsstaðir,719169.9,538156.7,"65° 16' 9.4""N","14° 18' 7.95""W"
64406,"FH-06, F, FJ-06",2016-08-17 00:00:00.0000000,2016-08-17 00:00:00.0000000,Vegagerðin,NULL,25.2,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Egilsstaðir,730730.4,536003.8,"65° 14' 31.29""N","14° 3' 32.39""W"
64407,"FH-07, FJ-07, K (II)",2016-08-24 00:00:00.0000000,2016-09-08 00:00:00.0000000,Vegagerðin,NULL,102,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Fjarðarheiði,720730.4,535051.7,"65° 14' 25.30""N","14° 16' 25.86""W"
64408,"FH-08, FJ-08, L (I)",2016-08-19 00:00:00.0000000,2016-08-24 00:00:00.0000000,Vegagerðin,NULL,102,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Fjarðarheiði,723472.5,535211.3,"65° 14' 23.78""N","14° 12' 54.37""W"
64409,"FH-09, FJ-09, M (RARIK)",2016-08-16 00:00:00.0000000,2016-08-19 00:00:00.0000000,Vegagerðin,NULL,102,Mannvirkjagerð,Bein hola,NULL,NULL,NULL,0,Fjarðarheiði,726574.3,535177.6,"65° 14' 15.8""N","14° 8' 56.40""W"
64411,BJ-01,2020-08-12 00:00:00.0000000,2020-08-12 00:00:00.0000000,NULL,NULL,6,Rannsóknarhola,Bein hola,Hrímnir,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Fjörður,732678,537652,"65° 15' 19.41""N","14° 0' 52.86""W"
64412,BJ-02,2020-08-12 00:00:00.0000000,2020-08-12 00:00:00.0000000,NULL,NULL,6,Rannsóknarhola,Bein hola,Hrímnir,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Fjörður,732663,537894,"65° 15' 27.24""N","14° 0' 52.55""W"
64413,BJ-03,2020-08-12 00:00:00.0000000,2020-08-12 00:00:00.0000000,NULL,NULL,6,Rannsóknarhola,Bein hola,Hrímnir,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Fjörður,732521,538054,"65° 15' 32.75""N","14° 1' 2.49""W"
64414,BJ-04,2020-08-13 00:00:00.0000000,2020-08-13 00:00:00.0000000,NULL,NULL,6,Rannsóknarhola,Bein hola,Hrímnir,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Fjörður,732613,538163,"65° 15' 36.3""N","14° 0' 54.76""W"
64415,BJ-05,2020-08-13 00:00:00.0000000,2020-08-13 00:00:00.0000000,NULL,NULL,6,Rannsóknarhola,Bein hola,Hrímnir,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Fjörður,732677,538161,"65° 15' 35.80""N","14° 0' 49.85""W"
64416,BJ-06,2020-08-13 00:00:00.0000000,2020-08-13 00:00:00.0000000,NULL,NULL,6,Rannsóknarhola,Bein hola,Hrímnir,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Fjörður,732679,538268,"65° 15' 39.24""N","14° 0' 49.5""W"
64417,BJ-07,2020-08-14 00:00:00.0000000,2020-08-14 00:00:00.0000000,NULL,NULL,6,Rannsóknarhola,Bein hola,Hrímnir,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Fjörður,732698,538341,"65° 15' 41.54""N","14° 0' 47.14""W"
64418,BJ-08,2020-08-14 00:00:00.0000000,2020-08-14 00:00:00.0000000,NULL,NULL,6,Rannsóknarhola,Bein hola,Hrímnir,Ræktunarsamband Flóa og Skeiða hf.,NULL,0,Fjörður,732734,538502,"65° 15' 46.63""N","14° 0' 43.40""W"
64501,FD-01,1971-12-11 00:00:00.0000000,1972-03-13 00:00:00.0000000,Bæjarsjóður Seyðisfjarðar,NULL,24.1,Kaldavatnshola,Bein hola,Höggbor 1,Jarðboranir ríkisins,NULL,0,Fjörður,733195,537710,"65° 15' 19.96""N","14° 0' 12.80""W"
64502,FD-02,1972-04-11 00:00:00.0000000,1972-04-20 00:00:00.0000000,Bæjarsjóður Seyðisfjarðar,NULL,33.5,Kaldavatnshola,Bein hola,Höggbor 1,Jarðboranir ríkisins,NULL,0,Fjörður,733230,537790,"65° 15' 22.45""N","14° 0' 9.62""W"
64503,FD-04,1972-01-21 00:00:00.0000000,1972-03-20 00:00:00.0000000,Bæjarsjóður Seyðisfjarðar,NULL,34.8,Kaldavatnshola,Bein hola,Höggbor 1,Jarðboranir ríkisins,NULL,0,Fjörður,733240,537885,"65° 15' 25.48""N","14° 0' 8.28""W"
